Survived,male,female,first_class,second_class,third_class,S,C,Q,norm_age,norm_sib_sp,norm_fare,norm_parch
0,1,0,1,0,0,1,0,0,0.2116736990154712,0.7876230661040788,0.8284106891701829,0.0
0,1,0,0,0,1,0,0,1,0.589310829817159,0.0,0.10618846694796062,0.0
1,0,1,0,1,0,1,0,0,0.048523206751054856,0.7876230661040788,0.5808720112517579,0.8066104078762306
1,1,0,0,0,1,1,0,0,0.06258790436005626,0.0,0.3931082981715893,0.8066104078762306
0,1,0,0,0,1,1,0,0,0.639240506329114,0.0,0.3150492264416315,0.0
0,1,0,0,0,1,1,0,0,0.33473980309423346,0.0,0.18424753867791846,0.0
1,0,1,0,1,0,1,0,0,0.8832630098452884,0.7876230661040788,0.8600562587904359,0.9317862165963432
1,1,0,0,1,0,1,0,0,0.0014064697609001409,0.7876230661040788,0.4866385372714487,0.8066104078762306
0,1,0,0,0,1,1,0,0,0.490857946554149,0.0,0.14064697609001406,0.0
0,1,0,0,1,0,1,0,0,0.17651195499296768,0.0,0.3804500703234881,0.0
0,1,0,0,0,1,1,0,0,0.6603375527426161,0.0,0.2468354430379747,0.0
1,0,1,1,0,0,1,0,0,0.639240506329114,0.0,0.918424753867792,0.0
0,1,0,0,0,1,1,0,0,0.7981715893108299,0.0,0.040084388185654005,0.0
1,1,0,0,0,1,0,1,0,0.2405063291139241,0.0,0.058368495077355836,0.0
1,0,1,1,0,0,1,0,0,0.7137834036568214,0.7876230661040788,0.950070323488045,0.9317862165963432
0,1,0,0,0,1,1,0,0,0.1279887482419128,0.0,0.12517580872011252,0.0
1,0,1,1,0,0,1,0,0,0.9170182841068916,0.7876230661040788,0.8902953586497891,0.0
0,0,1,0,0,1,0,0,1,0.5759493670886076,0.0,0.10618846694796062,0.0
0,1,0,0,0,1,1,0,0,0.6139240506329113,0.0,0.2714486638537272,0.0
0,1,0,0,0,1,1,0,0,0.3677918424753868,0.0,0.3150492264416315,0.0
0,1,0,0,0,1,1,0,0,0.8832630098452884,0.0,0.15471167369901548,0.0
0,0,1,0,1,0,1,0,0,0.9542897327707456,0.0,0.3523206751054853,0.0
1,0,1,0,1,0,1,0,0,0.9374120956399438,0.7876230661040788,0.5808720112517579,0.9831223628691984
0,1,0,0,0,1,1,0,0,0.17651195499296768,0.0,0.10618846694796062,0.0
1,0,1,0,0,1,1,0,0,0.058368495077355836,0.0,0.3931082981715893,0.0
1,0,1,1,0,0,1,0,0,0.8248945147679325,0.0,0.9774964838255976,0.8066104078762306
1,0,1,0,0,1,0,1,0,0.09774964838255977,0.0,0.058368495077355836,0.0
1,0,1,1,0,0,1,0,0,0.1490857946554149,0.7876230661040788,0.8473980309423348,0.0
0,1,0,1,0,0,1,0,0,0.5253164556962026,0.0,0.7144866385372715,0.0
0,1,0,0,0,1,1,0,0,0.40646976090014064,0.0,0.030239099859353025,0.0
0,1,0,0,0,1,1,0,0,0.40646976090014064,0.0,0.07102672292545711,0.0
1,0,1,0,0,1,1,0,0,0.17651195499296768,0.0,0.08016877637130802,0.0
0,1,0,0,0,1,0,0,1,0.07243319268635724,0.981012658227848,0.7039381153305204,0.8066104078762306
1,1,0,0,0,1,1,0,0,0.014064697609001406,0.7876230661040788,0.560478199718706,0.9317862165963432
0,1,0,1,0,0,0,1,0,0.8621659634317862,0.0,0.90014064697609,0.0
0,1,0,0,1,0,1,0,0,0.1279887482419128,0.0,0.6195499296765119,0.0
0,1,0,0,0,1,1,0,0,0.40646976090014064,0.0,0.18424753867791846,0.0
0,1,0,0,1,0,1,0,0,0.7623066104078763,0.0,0.4289732770745429,0.0
1,0,1,1,0,0,1,0,0,0.8945147679324895,0.0,0.5963431786216596,0.0
1,0,1,0,0,1,1,0,0,0.589310829817159,0.0,0.29535864978902954,0.0
0,1,0,0,0,1,0,1,0,0.5569620253164558,0.0,0.058368495077355836,0.0
0,0,1,0,0,1,1,0,0,0.5569620253164558,0.7876230661040788,0.5907172995780591,0.8066104078762306
0,1,0,0,1,0,1,0,0,0.6603375527426161,0.0,0.4289732770745429,0.0
1,0,1,0,1,0,1,0,0,0.589310829817159,0.7876230661040788,0.6448663853727146,0.8066104078762306
1,1,0,1,0,0,1,0,0,0.09212376933895923,0.7876230661040788,0.950070323488045,0.9317862165963432
1,1,0,0,0,1,0,1,0,0.0,0.0,0.27566807313642755,0.8066104078762306
1,1,0,0,0,1,1,0,0,0.4606188466947961,0.0,0.02320675105485232,0.0
0,1,0,0,0,1,1,0,0,0.589310829817159,0.0,0.12517580872011252,0.0
0,1,0,1,0,0,1,0,0,0.7623066104078763,0.0,0.0,0.0
0,0,1,0,0,1,1,0,0,0.17651195499296768,0.0,0.12517580872011252,0.0
0,1,0,0,1,0,1,0,0,0.7623066104078763,0.0,0.4289732770745429,0.0
1,0,1,1,0,0,1,0,0,0.639240506329114,0.7876230661040788,0.8284106891701829,0.0
0,1,0,0,0,1,1,0,0,0.4345991561181435,0.0,0.16736990154711673,0.0
0,1,0,0,0,1,1,0,0,0.7623066104078763,0.0,0.5907172995780591,0.0
0,1,0,0,1,0,1,0,0,0.6849507735583685,0.0,0.3523206751054853,0.0
0,0,1,0,0,1,1,0,0,0.06258790436005626,0.981012658227848,0.7348804500703234,0.9317862165963432
0,1,0,0,0,1,1,0,0,0.5759493670886076,0.0,0.2468354430379747,0.0
0,0,1,0,0,1,1,0,0,0.33473980309423346,0.0,0.2130801687763713,0.0
0,1,0,0,1,0,0,1,0,0.589310829817159,0.7876230661040788,0.770042194092827,0.8066104078762306
0,1,0,0,0,1,1,0,0,0.8248945147679325,0.0,0.015471167369901546,0.0
0,1,0,0,0,1,1,0,0,0.08790436005625879,0.959915611814346,0.6912798874824191,0.9317862165963432
1,0,1,1,0,0,1,0,0,0.9261603375527426,0.7876230661040788,0.9310829817158932,0.8066104078762306
1,1,0,0,0,1,1,0,0,0.4606188466947961,0.0,0.28621659634317864,0.0
0,1,0,1,0,0,1,0,0,0.7461322081575246,0.0,0.0,0.0
1,0,1,0,0,1,1,0,0,0.4606188466947961,0.0,0.3931082981715893,0.8066104078762306
0,1,0,0,0,1,1,0,0,0.02531645569620253,0.981012658227848,0.7855133614627285,0.8066104078762306
1,1,0,0,1,0,0,1,0,0.014064697609001406,0.0,0.770042194092827,0.9317862165963432
1,0,1,0,0,1,0,1,0,0.11181434599156118,0.7876230661040788,0.4774964838255977,0.0
1,1,0,0,1,0,1,0,0,0.006329113924050633,0.7876230661040788,0.5351617440225036,0.8066104078762306
0,1,0,0,0,1,1,0,0,0.33473980309423346,0.0,0.15471167369901548,0.0
0,1,0,0,0,1,1,0,0,0.17651195499296768,0.0,0.27004219409282704,0.0
1,0,1,1,0,0,0,1,0,0.7623066104078763,0.7876230661040788,0.9113924050632912,0.8066104078762306
0,1,0,0,0,1,1,0,0,0.2693389592123769,0.0,0.28621659634317864,0.0
1,1,0,0,0,1,1,0,0,0.6139240506329113,0.0,0.8403656821378341,0.0
0,1,0,0,0,1,1,0,0,0.2405063291139241,0.0,0.2130801687763713,0.0
0,1,0,0,1,0,1,0,0,0.1279887482419128,0.0,0.3523206751054853,0.0
1,0,1,1,0,0,0,1,0,0.5569620253164558,0.0,0.7292545710267229,0.0
0,1,0,0,0,1,0,1,0,0.6722925457102672,0.0,0.014064697609001406,0.0
0,1,0,0,0,1,1,0,0,0.1490857946554149,0.0,0.28621659634317864,0.0
0,1,0,0,0,1,1,0,0,0.8108298171589311,0.0,0.0850914205344585,0.0
0,1,0,0,0,1,0,1,0,0.6849507735583685,0.0,0.18424753867791846,0.0
0,1,0,0,1,0,1,0,0,0.490857946554149,0.0,0.750351617440225,0.8066104078762306
0,1,0,0,0,1,1,0,0,0.048523206751054856,0.981012658227848,0.7348804500703234,0.9317862165963432
0,1,0,0,0,1,1,0,0,0.9985935302391,0.0,0.12517580872011252,0.0
0,0,1,0,0,1,0,1,0,0.08087201125175808,0.7876230661040788,0.4943741209563994,0.8066104078762306
1,0,1,1,0,0,1,0,0,0.1279887482419128,0.0,0.7791842475386781,0.8066104078762306
0,0,1,0,1,0,1,0,0,0.8340365682137835,0.7876230661040788,0.6195499296765119,0.0
1,0,1,0,0,1,1,0,0,0.17651195499296768,0.0,0.30590717299578063,0.8066104078762306
1,0,1,1,0,0,1,0,0,0.8488045007032349,0.7876230661040788,0.9739803094233476,0.8066104078762306
1,1,0,1,0,0,1,0,0,0.9170182841068916,0.0,0.6652601969057665,0.0
1,0,1,0,0,1,0,1,0,0.3677918424753868,0.0,0.5436005625879043,0.9831223628691984
0,1,0,0,0,1,1,0,0,0.7981715893108299,0.9338959212376934,0.4697609001406471,0.0
0,1,0,0,1,0,1,0,0,0.2693389592123769,0.7876230661040788,0.3804500703234881,0.0
1,0,1,1,0,0,1,0,0,0.8832630098452884,0.0,0.5963431786216596,0.0
0,1,0,0,1,0,1,0,0,0.3677918424753868,0.0,0.4289732770745429,0.0
1,0,1,0,1,0,1,0,0,0.8108298171589311,0.0,0.4289732770745429,0.0
1,0,1,0,1,0,0,1,0,0.4606188466947961,0.7876230661040788,0.4669479606188467,0.0
0,1,0,1,0,0,1,0,0,0.589310829817159,0.0,0.8101265822784809,0.0
1,1,0,0,0,1,1,0,0,0.048523206751054856,0.7876230661040788,0.3727144866385373,0.8066104078762306
0,1,0,0,0,1,1,0,0,0.4345991561181435,0.0,0.18424753867791846,0.0
1,0,1,1,0,0,1,0,0,0.8706047819971869,0.7876230661040788,0.8234880450070323,0.8066104078762306
0,1,0,1,0,0,1,0,0,0.639240506329114,0.0,0.011251758087201124,0.0
0,1,0,0,0,1,1,0,0,0.8706047819971869,0.0,0.29887482419127986,0.0
1,0,1,0,1,0,0,1,0,0.490857946554149,0.7876230661040788,0.5850914205344585,0.0
1,0,1,0,0,1,0,1,0,0.11181434599156118,0.0,0.048523206751054856,0.0
0,1,0,0,0,1,1,0,0,0.2405063291139241,0.0,0.33052039381153303,0.0
0,1,0,0,0,1,1,0,0,0.2116736990154712,0.0,0.18424753867791846,0.0
1,0,1,1,0,0,0,1,0,0.950070323488045,0.0,0.9113924050632912,0.8066104078762306
1,0,1,0,1,0,1,0,0,0.40646976090014064,0.0,0.6195499296765119,0.8066104078762306
0,1,0,0,0,1,1,0,0,0.639240506329114,0.0,0.18424753867791846,0.0
0,0,1,0,0,1,1,0,0,0.30450070323488043,0.0,0.3699015471167342,0.0
0,1,0,0,1,0,1,0,0,0.490857946554149,0.0,0.3523206751054853,0.0
0,1,0,0,0,1,1,0,0,0.40646976090014064,0.0,0.030239099859353025,0.0
0,0,1,0,0,1,0,0,1,0.7623066104078763,0.0,0.7039381153305204,0.9957805907172996
0,1,0,0,1,0,1,0,0,0.4606188466947961,0.0,0.4289732770745429,0.0
1,0,1,1,0,0,1,0,0,0.2116736990154712,0.0,0.7144866385372715,0.0
1,1,0,1,0,0,0,1,0,0.4345991561181435,0.0,0.7144866385372715,0.0
0,1,0,0,0,1,0,0,1,0.6139240506329113,0.0,0.10618846694796062,0.0
